year,reference_date,mc,mc_code,age,age_band_min,age_band_max,count,count_kind,coverage_pct,source_slug,kind,notes
2025,2025-12-31,Praha 7,547141,,10,14,2377,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2025'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2025,2025-12-31,Praha 7,547141,,15,19,2298,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500186; sheet '2025'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2025,2025-12-31,Praha 8,547158,,0,4,4893,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2025'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2025,2025-12-31,Praha 8,547158,,5,9,5193,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2025'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2025,2025-12-31,Praha 8,547158,,10,14,5424,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2025'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2025,2025-12-31,Praha 8,547158,,15,19,6486,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500208; sheet '2025'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2025,2025-12-31,Praha 9,547166,,0,4,3838,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2025'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2025,2025-12-31,Praha 9,547166,,5,9,3545,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2025'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2025,2025-12-31,Praha 9,547166,,10,14,3493,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2025'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2025,2025-12-31,Praha 9,547166,,15,19,4000,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500216; sheet '2025'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2025,2025-12-31,Praha 10,547174,,0,4,5426,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2025'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2025,2025-12-31,Praha 10,547174,,5,9,5757,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2025'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2025,2025-12-31,Praha 10,547174,,10,14,5698,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2025'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2025,2025-12-31,Praha 10,547174,,15,19,6206,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=500224; sheet '2025'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
2025,2025-12-31,Praha 14,547221,,0,4,2218,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2025'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '0-4'
2025,2025-12-31,Praha 14,547221,,5,9,2578,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2025'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '5-9'
2025,2025-12-31,Praha 14,547221,,10,14,2614,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2025'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '10-14'
2025,2025-12-31,Praha 14,547221,,15,19,3116,population,,csu-vekove-slozeni-mc-2011-2025,historical,ČSÚ KOD_ZUJ=547361; sheet '2025'; 5-year band (single-year-of-age not available in this dataset); row 'Praha N' / col '15-19'
